Name,Position,Base Salary,Roster Bonus,Signing Bonus,Cap Hit
Demarcus Robinson,WR,"$2,015,500",0-,"$129,293","$2,154,293 "
Tyreek Hill,WR,"$1,965,036","$50,464","$17,500","$2,042,500 "
Kendall Fuller,CB,"$2,025,000",0-,0-,"$2,025,000 "
Jordan Lucas,S,"$2,025,000",0-,0-,"$2,025,000 "
Bashaud Breeland,CB,"$805,000",0-,"$1,150,000","$2,000,000 "
Chris Jones,DT,"$1,199,714",0-,"$682,951","$1,982,665 "
Damien Wilson,OLB,"$720,000","$250,000","$875,000","$1,875,000 "
Darron Lee,ILB,"$1,843,861",0-,0-,"$1,843,861 "
Damien Williams,RB,"$1,050,000","$100,000","$533,333","$1,733,333 "
Austin Reiter,C,"$975,000","$68,750","$333,333","$1,427,083 "
Breeland Speaks,DE,"$757,296",0-,"$629,184","$1,386,480 "
Emmanuel Ogbah,DE,"$1,351,315",0-,0-,"$1,351,315 "
Reggie Ragland,ILB,"$1,196,551",0-,0-,"$1,246,551 "
Tanoh Kpassagnon,DE,"$832,838",0-,"$320,676","$1,178,514 "
James Winchester,LS,"$820,000",0-,0-,"$930,000 "
Mecole Hardman,WR,"$495,000",0-,"$413,191","$908,191 "
Derrick Nnadi,DT,"$601,500",0-,"$239,850","$891,350 "
Juan Thornhill,S,"$495,000",0-,"$344,139","$839,139 "
Keith Reaser,CB,"$720,000","$25,000","$50,000","$820,000 "
Dorian O'Daniel,OLB,"$584,000",0-,"$190,379","$797,879 "
Armani Watts,S,"$570,000",0-,"$158,058","$737,558 "
Anthony Sherman,FB,"$930,000",0-,"$90,000","$735,000 "
Jeremiah Attaochu,OLB,"$805,000",0-,"$90,000","$735,000 "
Blake Bell,TE,"$805,000","$90,000",0-,"$735,000 "
Khalen Saunders,DT,"$495,000",0-,"$228,795","$723,795 "
Harrison Butker,K,"$645,000",0-,0-,"$645,000 "
Justin Hamilton,DT,"$645,000",0-,0-,"$645,000 "
Harold Jones-Quartey,SS,"$645,000",0-,0-,"$645,000 "
Tremon Smith,CB,"$570,000",0-,"$38,451","$617,951 "
Kahlil McKenzie,G,"$570,000",0-,"$37,736","$617,236 "
Darrel Williams,RB,"$570,000",0-,"$5,000","$575,000 "
Ben Niemann,LB,"$570,000",0-,"$2,000","$572,000 "
Gehrig Dieter,WR,"$570,000",0-,0-,"$570,000 "
Zack Golditch,G,"$570,000",0-,0-,"$570,000 "
Davon Grayson,WR,"$570,000",0-,0-,"$570,000 "
Marcus Kemp,WR,"$570,000",0-,0-,"$570,000 "
Pace Murphy,T,"$570,000",0-,0-,"$570,000 "
Jimmy Murray,C,"$570,000",0-,0-,"$570,000 "
Charvarius Ward,CB,"$570,000",0-,0-,"$570,000 "
Andrew Wylie,T,"$570,000",0-,0-,"$570,000 "
Deon Yelder,TE,"$570,000",0-,0-,"$570,000 "
Rashad Fenton,CB,"$495,000",0-,"$38,205","$533,205 "
Darwin Thompson,RB,"$495,000",0-,"$31,960","$526,960 "
Nick Allegretti,G,"$495,000",0-,"$27,988","$522,988 "
Byron Pringle,WR,"$495,000",0-,"$5,000","$500,000 "
Jack Fox,P,"$495,000",0-,"$3,333","$498,333 "
Darius Harris,OLB,"$495,000",0-,"$3,333","$498,333 "
Kyle Shurmur,QB,"$495,000",0-,"$2,500","$497,500 "
Cody Thompson,WR,"$495,000",0-,"$2,500","$497,500 "
Dino Boyd,T,"$495,000",0-,0-,"$495,000 "
Jalin Burrell,CB,"$495,000",0-,0-,"$495,000 "
Jamal Custis,WR,"$495,000",0-,0-,"$495,000 "
Rashard Davis,WR,"$495,000",0-,0-,"$495,000 "
Felton Davis,WR,"$495,000",0-,0-,"$495,000 "
Raymond Davison,LB,"$495,000",0-,0-,"$495,000 "
Mark Fields,CB,"$495,000",0-,0-,"$495,000 "
Joe Fortson,TE,"$495,000",0-,0-,"$495,000 "
Ryan Hunter,T,"$495,000",0-,0-,"$495,000 "
Joey Ivie,DT,"$495,000",0-,0-,"$495,000 "
Gary Johnson,LB,"$495,000",0-,0-,"$495,000 "
Nick Keizer,TE,"$495,000",0-,0-,"$495,000 "
Chase Litton,QB,"$495,000",0-,0-,"$495,000 "
John Lovett,TE,"$495,000",0-,0-,"$495,000 "
Marcus Marshall,RB,"$495,000",0-,0-,"$495,000 "
Robert McCray,LB,"$495,000",0-,0-,"$495,000 "
Herb Miller,S,"$495,000",0-,0-,"$495,000 "
Dakari Monroe,S,"$495,000",0-,0-,"$495,000 "
Chidi Okeke,T,"$495,000",0-,0-,"$495,000 "
Justin Senior,T,"$495,000",0-,0-,"$495,000 "
Andrew Soroh,S,"$495,000",0-,0-,"$495,000 "
D’Montre Wade,S,"$495,000",0-,0-,"$495,000 "
Cavon Walker,DE,"$495,000",0-,0-,"$495,000 "
David Wells,TE,"$495,000",0-,0-,"$495,000 "
James Williams,RB,"$495,000",0-,0-,"$495,000 "
Tim Ward,DE,"$495,000",-,$833,"$495,833 "
Mecole Hardman,WR,-,-,$833,"$906,615 "
Juan Thornhill,S,-,-,$833,"$837,827 "
Khalen Saunders,DT,-,-,$833,"$722,923 "
Rashad Fenton,CB,-,-,$833,"$533,059 "
Darwin Thompson,RB,-,-,$833,"$526,838 "
Nick Allegretti,G,-,-,$833,"$522,881 "
Justin Houston,OLB,-,-,$833,"$7,100,000 "
Eric Berry,SS,"$2,950,000",-,$833,"$6,950,000 "
Kareem Hunt,RB,-,-,$833,"$387,976 "
Jehu Chesson,WR,-,-,$833,"$209,824 "
Parker Ehinger,G,-,-,$833,"$150,729 "
Eric Murray,CB,-,-,$833,"$149,953 "
Ukeme Eligwe,ILB,-,-,$833,"$100,968 "
J.D. Moore,RB,-,-,$833,"$3,334 "
Jordan Sterns,S,-,-,$833,"$3,334 "
Philip Rivers,QB,"$11,000,000","$5,000,000","$4,500,000","$23,000,000 "
Melvin Ingram,DE,"$17,000,000",0-,"$2,625,000","$19,625,000 "
Russell Okung,LT,"$13,000,000","$468,750","$2,500,000","$15,968,750 "
Keenan Allen,WR,"$10,000,000",0-,"$1,900,000","$12,150,000 "
Casey Hayward,CB,"$8,000,000",0-,"$2,000,000","$10,000,000 "
Mike Pouncey,C,"$6,000,000","$1,500,000","$1,250,000","$8,750,000 "
Joey Bosa,DE,"$720,000","$3,258,230","$4,254,308","$8,232,538 "
Melvin Gordon,RB,"$5,605,000",0-,0-,"$5,605,000 "
Mike Williams,WR,"$2,260,448",0-,"$3,125,896","$5,386,344 "
Michael Schofield,G,"$2,000,000","$500,000","$750,000","$4,500,000 "
Brandon Mebane,DT,"$1,050,000","$1,250,000","$2,000,000","$4,300,000 "
Travis Benjamin,WR,"$1,000,000",0-,"$2,750,000","$3,750,000 "
Tyrod Taylor,QB,"$1,000,000",0-,"$2,500,000","$3,500,000 "
Denzel Perryman,ILB,"$850,000","$600,000","$2,025,000","$3,475,000 "
Virgil Green,TE,"$2,500,000",0-,"$800,000","$3,300,000 "
Thomas Davis,OLB,"$1,250,000",0-,"$2,000,000","$3,250,000 "
Derwin James,S,"$1,043,134",0-,"$1,772,537","$2,815,671 "
Jatavis Brown,OLB,"$2,025,000",0-,"$46,097","$2,071,097 "
Hunter Henry,TE,"$1,170,042",0-,"$710,058","$2,030,100 "
Trevor Williams,CB,"$2,025,000",0-,0-,"$2,025,000 "
Adrian Phillips,FS,"$1,500,000",0-,"$500,000","$2,000,000 "
Nick Dzubnar,ILB,"$1,375,000","$125,000","$397,500","$1,922,500 "
Forrest Lamp,G,"$1,071,084",0-,"$747,167","$1,818,251 "
Uchenna Nwosu,LB,"$741,799",0-,"$567,195","$1,308,994 "
Mike Windt,LS,"$930,000",0-,"$155,000","$1,085,000 "
Dan Feeney,G,"$793,000",0-,"$231,158","$1,024,158 "
Justin Jones,DT,"$621,481",0-,"$213,535","$835,016 "
Rayshawn Jenkins,S,"$645,000",0-,"$165,552","$810,552 "
T.Y. McGill,DT,"$805,000",0-,0-,"$805,000 "
Derek Watt,FB,"$720,000",0-,"$32,422","$752,422 "
Geremy Davis,WR,"$805,000","$65,000","$25,000","$735,000 "
Kyzir White,OLB,"$570,000",0-,"$163,610","$733,610 "
Anthony Lanier,DE,"$720,000",0-,0-,"$720,000 "
Desmond King,S,"$645,000",0-,"$69,998","$714,998 "
Jaylen Watkins,S,"$805,000","$30,000","$60,000","$705,000 "
Sam Tevi,RT,"$645,000",0-,"$40,447","$685,447 "
Drue Tranquill,LB,"$495,000",0-,"$164,702","$659,702 "
Sean Culkin,TE,"$645,000",0-,"$4,000","$649,000 "
Austin Ekeler,RB,"$645,000",0-,"$1,668","$646,668 "
Michael Davis,CB,"$645,000",0-,0-,"$645,000 "
Spencer Drango,G,"$645,000",0-,0-,"$645,000 "
Cardale Jones,QB,"$645,000",0-,0-,"$645,000 "
Vince Mayle,WR,"$645,000",0-,0-,"$645,000 "
Troymaine Pope,RB,"$645,000",0-,0-,"$645,000 "
Isaac Rochell,DT,"$645,000",0-,0-,"$645,000 "
Cole Toner,G,"$645,000",0-,0-,"$645,000 "
Scott Quessenberry,C,"$570,000",0-,"$71,063","$641,063 "
Brandon Facyson,CB,"$570,000",0-,"$3,333","$573,333 "
Michael Badgley,K,"$570,000",0-,0-,"$570,000 "
Dylan Cantrell,WR,"$570,000",0-,0-,"$570,000 "
Justin Jackson,RB,"$570,000",0-,0-,"$570,000 "
Tre'Von Johnson,OLB,"$570,000",0-,0-,"$570,000 "
Detrez Newsome,RB,"$570,000",0-,0-,"$570,000 "
Jeff Richards,CB,"$570,000",0-,0-,"$570,000 "
Trenton Scott,G,"$570,000",0-,0-,"$570,000 "
Kyle Wilson,LB,"$570,000",0-,0-,"$570,000 "
Easton Stick,QB,"$495,000",0-,"$69,391","$564,391 "
Emeke Egbule,LB,"$495,000",0-,"$39,091","$534,091 "
Cortez Broughton,DT,"$495,000",0-,"$19,505","$514,505 "
Patrick Afriyie,DE,"$495,000",0-,0-,"$495,000 "
Chris Brown,G,"$495,000",0-,0-,"$495,000 "
Blake Camper,T,"$495,000",0-,0-,"$495,000 "
Josh Corcoran,LB,"$495,000",0-,0-,"$495,000 "
Jeremy Cox,RB,"$495,000",0-,0-,"$495,000 "
Kemon Hall,CB,"$495,000",0-,0-,"$495,000 "
Daniel Helm,TE,"$495,000",0-,0-,"$495,000 "
Reggie Howard,DT,"$495,000",0-,0-,"$495,000 "
Bradford Lemmons,CB,"$495,000",0-,0-,"$495,000 "
Justice Liggins,WR,"$495,000",0-,0-,"$495,000 "
Ty Long,K,"$495,000",0-,0-,"$495,000 "
Koda Martin,G,"$495,000",0-,0-,"$495,000 "
Cole Mazza,LS,"$495,000",0-,0-,"$495,000 "
Jason Moore,WR,"$495,000",0-,0-,"$495,000 "
Tyler Newsome,P,"$495,000",0-,0-,"$495,000 "
Andre Patton,WR,"$495,000",0-,0-,"$495,000 "
Chris Peace,DE,"$495,000",0-,0-,"$495,000 "
Adarius Pickett,S,"$495,000",0-,0-,"$495,000 "
Rodney Randle,S,"$495,000",0-,0-,"$495,000 "
Artavis Scott,WR,"$495,000",0-,0-,"$495,000 "
Matt Sokol,TE,"$495,000",0-,0-,"$495,000 "
Arrion Springs,S,"$495,000",0-,0-,"$495,000 "
Roderic Teamer,S,"$495,000",0-,0-,"$495,000 "
Fred Trevillion,WR,"$495,000",0-,0-,"$495,000 "
Andrew Vollert,TE,"$495,000",0-,0-,"$495,000 "
Tanner Volson,C,"$495,000",0-,0-,"$495,000 "
Elijah Zeise,LB,"$495,000",0-,0-,"$495,000 "
Nasir Adderley,S,0-,0-,0-,0- 
Trey Pipkins,T,0-,0-,0-,0- 
Damion Square,DT,0-,0-,0-,0- 
Jerry Tillery,DT,0-,0-,0-,0- 
Jerry Tillery,DT,-,0-,0-,"$2,070,726 "
Nasir Adderley,S,-,0-,0-,"$858,992 "
Trey Pipkins,T,-,0-,0-,"$713,433 "
Drue Tranquill,LB,-,0-,0-,"$659,075 "
Easton Stick,QB,-,0-,0-,"$564,390 "
Emeke Egbule,LB,-,0-,0-,"$534,090 "
Cortez Broughton,DT,-,0-,0-,"$514,504 "
Corey Liuget,DT,-,0-,0-,"$1,500,000 "
Jahleel Addae,SS,-,0-,0-,"$1,000,000 "
Joe Barksdale,RT,-,0-,0-,"$1,000,000 "
Caleb Sturgis,K,-,0-,0-,"$500,000 "
Dylan Cantrell,WR,-,0-,0-,"$117,633 "
Justin Jackson,RB,-,0-,0-,"$51,803 "
Drew Kaser,P,-,0-,0-,"$38,458 "
Donavan Clark,G,-,0-,0-,"$21,524 "
Zachary Crabtree,T,-,0-,0-,"$10,000 "
Eurndraus Bryant,DT,-,0-,0-,"$8,500 "
J.J. Jones,WR,-,0-,0-,"$1,667 "
Aaron Donald,DT,"$9,108,000",0-,"$8,000,000","$17,108,000 "
Andrew Whitworth,LT,"$10,250,000","$500,000","$1,666,668","$16,659,168 "
Brandin Cooks,WR,"$1,000,000","$9,459,000","$1,400,000","$15,259,000 "
Dante Fowler,DE,"$9,000,000","$3,000,000",0-,"$12,000,000 "
Michael Brockers,DE,"$7,777,777","$2,222,223","$750,000","$10,750,000 "
Todd Gurley,RB,"$5,000,000",0-,"$4,200,000","$9,200,000 "
Marcus Peters,CB,"$9,069,000",0-,0-,"$9,069,000 "
Jared Goff,QB,"$4,259,683",0-,"$4,629,577","$8,889,260 "
Rob Havenstein,RT,"$2,500,000","$5,000,000","$800,000","$8,300,000 "
Aqib Talib,CB,"$8,000,000",0-,0-,"$8,000,000 "
Robert Woods,WR,"$5,000,000","$500,000",0-,"$7,177,504 "
Nickell Robey-Coleman,CB,"$3,300,000","$2,750,000",0-,"$6,050,000 "
Eric Weddle,FS,"$4,250,524","$1,001,001","$500,000","$5,751,525 "
Johnny Hekker,P,"$3,250,000",0-,"$495,000","$3,987,000 "
Clay Matthews,OLB,"$3,000,000","$500,000",0-,"$3,500,000 "
Cory Littleton,ILB,"$3,095,000",0-,0-,"$3,095,000 "
Greg Zuerlein,K,"$2,325,000",0-,"$250,000","$2,575,000 "
Tyler Higbee,TE,"$2,025,000",0-,"$145,215","$2,170,215 "
Malcolm Brown,RB,"$1,000,000","$1,075,000","$50,000","$2,125,000 "
Austin Blythe,G,"$2,025,000",0-,0-,"$2,025,000 "
Gerald Everett,TE,"$1,014,497",0-,"$633,994","$1,648,491 "
Jake McQuaide,LS,"$930,000","$320,000",0-,"$1,250,000 "
Cooper Kupp,WR,"$811,000",0-,"$238,690","$1,049,690 "
Blake Bortles,QB,"$1,000,000",0-,0-,"$1,000,000 "
John Johnson,SS,"$677,000",0-,"$189,438","$866,438 "
Joseph Noteboom,G,"$626,626",0-,"$204,723","$831,349 "
Josh Reynolds,WR,"$645,000",0-,"$162,005","$807,005 "
Samson Ebukam,OLB,"$645,000",0-,"$153,270","$798,270 "
Mike Thomas,WR,"$720,000",0-,"$29,019","$749,019 "
Brian Allen,C,"$570,000",0-,"$171,734","$741,734 "
Marqui Christian,S,"$720,000",0-,0-,"$720,000 "
Tanzel Smart,DT,"$645,000",0-,"$41,195","$686,195 "
John Franklin-Myers,DE,"$570,000",0-,"$113,089","$683,089 "
Justin Davis,RB,"$645,000",0-,"$5,000","$650,000 "
Bryce Hager,ILB,"$805,000",0-,0-,"$645,000 "
Brandon Allen,QB,"$645,000",0-,0-,"$645,000 "
Donte Deayon,S,"$645,000",0-,0-,"$645,000 "
Morgan Fox,DE,"$645,000",0-,0-,"$645,000 "
Dominique Hatfield,CB,"$645,000",0-,0-,"$645,000 "
Jojo Natson,WR,"$645,000",0-,0-,"$645,000 "
Micah Kiser,ILB,"$570,000",0-,"$74,494","$644,494 "
Ogbonnia Okoronkwo,DE,"$570,000",0-,"$68,634","$638,634 "
John Kelly,RB,"$570,000",0-,"$47,072","$617,072 "
Sebastian Joseph,DT,"$570,000",0-,"$38,809","$608,809 "
Justin Lawler,DE,"$570,000",0-,"$18,435","$588,435 "
Josh Carraway,OLB,"$570,000",0-,0-,"$570,000 "
Jamil Demby,G,"$570,000",0-,0-,"$570,000 "
Khadarel Hodge,WR,"$570,000",0-,0-,"$570,000 "
Johnny Mundt,TE,"$570,000",0-,0-,"$570,000 "
Aaron Neary,C,"$570,000",0-,0-,"$570,000 "
Kevin Peterson,CB,"$570,000",0-,0-,"$570,000 "
Darious Williams,S,"$570,000",0-,0-,"$570,000 "
Trevon Young,DE,"$570,000",0-,0-,"$570,000 "
Dakota Allen,LB,"$495,000",0-,"$18,644","$513,644 "
Johnathan Lloyd,WR,"$495,000",0-,$666,"$495,666 "
Alex Bachman,WR,"$495,000",0-,0-,"$495,000 "
Kendall Blanton,TE,"$495,000",0-,0-,"$495,000 "
Chandler Brewer,G,"$495,000",0-,0-,"$495,000 "
Romello Brooker,TE,"$495,000",0-,0-,"$495,000 "
Keenen Brown,TE,"$495,000",0-,0-,"$495,000 "
Matthew Colburn,RB,"$495,000",0-,0-,"$495,000 "
Marquise Copeland,DT,"$495,000",0-,0-,"$495,000 "
Landis Durham,LB,"$495,000",0-,0-,"$495,000 "
Jake Gervase,S,"$495,000",0-,0-,"$495,000 "
Jalen Greene,WR,"$495,000",0-,0-,"$495,000 "
Brandon Hitner,T,"$495,000",0-,0-,"$495,000 "
Travin Howard,OLB,"$495,000",0-,0-,"$495,000 "
Vitas Hrynkiewicz,C,"$495,000",0-,0-,"$495,000 "
Bryant Jones,DT,"$495,000",0-,0-,"$495,000 "
Matt Kaskey,T,"$495,000",0-,0-,"$495,000 "
Jeremiah Kolone,G,"$495,000",0-,0-,"$495,000 "
Ketner Kupp,LB,"$495,000",0-,0-,"$495,000 "
Steven Parker,S,"$495,000",0-,0-,"$495,000 "
Natrez Patrick,LB,"$495,000",0-,0-,"$495,000 "
Austin Proehl,WR,"$495,000",0-,0-,"$495,000 "
Troy Reeder,LB,"$495,000",0-,0-,"$495,000 "
Ramon Richards,SS,"$495,000",0-,0-,"$495,000 "
Boogie Roberts,DT,"$495,000",0-,0-,"$495,000 "
Tyrell Thompson,DT,"$495,000",0-,0-,"$495,000 "
Nsimba Webster,WR,"$495,000",0-,0-,"$495,000 "
John Wolford,QB,"$495,000",0-,0-,"$495,000 "
David Edwards,T,0-,0-,0-,0- 
Bobby Evans,T,0-,0-,0-,0- 
Greg Gaines,DT,0-,0-,0-,0- 
Darrell Henderson,RB,0-,0-,0-,0- 
Troy Hill,CB,0-,0-,0-,0- 
David Long,CB,0-,0-,0-,0- 
Taylor Rapp,S,0-,0-,0-,0- 
Nick Scott,S,0-,0-,0-,0- 
Taylor Rapp,S,-,0-,0-,"$848,409 "
Darrell Henderson,RB,-,0-,0-,"$766,624 "
David Long,CB,-,0-,0-,"$737,338 "
Bobby Evans,T,-,0-,0-,"$685,379 "
Greg Gaines,DT,-,0-,0-,"$651,056 "
David Edwards,T,-,0-,0-,"$560,878 "
Nick Scott,S,-,0-,0-,"$514,258 "
Dakota Allen,LB,-,0-,0-,"$513,572 "
Mark Barron,ILB,-,0-,0-,"$3,333,334 "
John Sullivan,C,-,0-,0-,"$1,000,000 "
Pharoh Cooper,WR,-,0-,0-,"$138,666 "
Jamil Demby,G,-,0-,0-,"$117,466 "
Trevon Young,DE,-,0-,0-,"$102,711 "
Travin Howard,OLB,-,0-,0-,"$68,002 "
Temarrick Hemingway,TE,-,0-,0-,"$39,896 "
Codey McElroy,WR,-,0-,0-,"$13,334 "
Afolabi Laguda,S,-,0-,0-,"$3,334 "
Steven Parker,S,-,0-,0-,"$3,334 "
Chucky Williams,S,-,0-,0-,"$3,334 "
Reshad Jones,SS,"$13,015,000",0-,"$1,840,000","$17,160,000 "
Xavien Howard,CB,"$1,285,641","$7,000,000","$2,064,189","$10,349,830 "
Kenny Stills,WR,"$7,975,000",0-,"$1,750,000","$9,750,000 "
Albert Wilson,WR,"$6,975,000",0-,"$1,333,333","$8,333,333 "
Kiko Alonso,OLB,"$6,485,000",0-,"$1,762,500","$8,272,500 "
Bobby McCain,FS,"$5,600,000",0-,"$740,000","$6,340,000 "
T.J. McDonald,SS,"$5,000,000",0-,"$952,000","$6,002,000 "
Ryan Fitzpatrick,QB,"$1,500,000","$4,000,000",0-,"$5,500,000 "
DeVante Parker,WR,"$3,500,000","$1,343,750",0-,"$4,843,750 "
Laremy Tunsil,LT,"$2,148,770",0-,"$1,815,028","$3,963,798 "
Minkah Fitzpatrick,S,"$1,227,626",0-,"$2,510,504","$3,738,130 "
Akeem Spence,DT,"$2,900,000","$250,000",0-,"$3,250,000 "
Dwayne Allen,TE,"$1,900,000","$1,250,000",0-,"$3,250,000 "
Charles Harris,DE,"$1,450,794",0-,"$1,506,589","$2,957,383 "
Christian Wilkins,DT,"$495,000",0-,"$2,312,109","$2,807,109 "
Eric Rowe,CB,"$1,375,000","$400,000","$500,000","$2,775,000 "
Daniel Kilgore,C,"$2,225,000","$125,000",0-,"$2,400,000 "
Kenyan Drake,RB,"$2,025,000",0-,"$205,315","$2,230,315 "
Chris Reed,G,"$1,000,000","$500,000",0-,"$1,700,000 "
Mike Gesicki,TE,"$780,542",0-,"$722,168","$1,502,710 "
Walt Aikens,FS,"$1,400,000",0-,0-,"$1,400,000 "
Raekwon McMillan,OLB,"$892,049",0-,"$389,098","$1,281,147 "
Josh Rosen,QB,"$570,000","$709,898",0-,"$1,279,898 "
Nick O'Leary,TE,"$1,000,000",0-,"$100,000","$1,100,000 "
Jerome Baker,OLB,"$654,000",0-,"$243,800","$897,800 "
Cordrea Tankersley,CB,"$673,000",0-,"$176,572","$849,572 "
Brice Butler,WR,"$805,000",0-,0-,"$805,000 "
Jayrone Elliott,OLB,"$720,000","$25,000","$50,000","$795,000 "
Jakeem Grant,WR,"$720,000",0-,"$35,096","$755,096 "
John Denney,LS,"$1,030,000",0-,"$90,000","$735,000 "
Mike Hull,ILB,"$805,000",0-,"$90,000","$735,000 "
Durham Smythe,TE,"$570,000",0-,"$158,058","$728,058 "
Cornellius Carradine,DE,"$720,000",0-,0-,"$720,000 "
Clive Walford,TE,"$720,000",0-,0-,"$720,000 "
Adolphus Washington,DT,"$720,000",0-,0-,"$720,000 "
Kalen Ballage,RB,"$570,000",0-,"$147,295","$717,295 "
Davon Godchaux,DT,"$645,000",0-,"$50,484","$695,484 "
Vincent Taylor,DT,"$645,000",0-,"$38,603","$683,603 "
Tyrone Holmes,DE,"$645,000",0-,"$7,500","$652,500 "
Chase Allen,OLB,"$645,000",0-,"$3,334","$648,334 "
Torry McTyer,CB,"$645,000",0-,"$2,500","$647,500 "
Matt Haack,P,"$645,000",0-,"$1,334","$646,334 "
Nate Orchard,OLB,"$805,000",0-,0-,"$645,000 "
Jesse Davis,G,"$645,000",0-,0-,"$645,000 "
Kyle Fuller,C,"$645,000",0-,0-,"$645,000 "
Joey Mbu,DT,"$645,000",0-,0-,"$645,000 "
Jake Rudock,QB,"$645,000",0-,0-,"$645,000 "
Maurice Smith,S,"$645,000",0-,0-,"$645,000 "
Zach Sterup,RT,"$645,000",0-,0-,"$645,000 "
Jonathan Woodard,DE,"$645,000",0-,0-,"$645,000 "
Cornell Armstrong,CB,"$570,000",0-,"$29,602","$599,602 "
Jason Sanders,K,"$570,000",0-,"$22,800","$592,800 "
Andrew Van,LB,"$495,000",0-,"$77,695","$572,695 "
Jalen Davis,CB,"$570,000",0-,0-,"$570,000 "
Kenneth Farrow,RB,"$570,000",0-,0-,"$570,000 "
Isaiah Ford,WR,"$570,000",0-,0-,"$570,000 "
Jamiyus Pittman,DT,"$570,000",0-,0-,"$570,000 "
Isaiah Prince,T,"$495,000",0-,"$37,436","$532,436 "
Chandler Cox,RB,"$495,000",0-,"$22,641","$517,641 "
Myles Gaskin,RB,"$495,000",0-,"$21,694","$516,694 "
Tony Adams,T,"$495,000",0-,0-,"$495,000 "
Ryan Anderson,C,"$495,000",0-,0-,"$495,000 "
Deion Calhoun,G,"$495,000",0-,0-,"$495,000 "
Michael Dunn,T,"$495,000",0-,0-,"$495,000 "
Sam Eguavoen,LB,"$495,000",0-,0-,"$495,000 "
Wes Farnsworth,LS,"$495,000",0-,0-,"$495,000 "
Terrill Hanks,LB,"$495,000",0-,0-,"$495,000 "
Montre Hartage,CB,"$495,000",0-,0-,"$495,000 "
Dewayne Hendrix,DE,"$495,000",0-,0-,"$495,000 "
Reece Horn,WR,"$495,000",0-,0-,"$495,000 "
Trenton Irwin,WR,"$495,000",0-,0-,"$495,000 "
Jaryd Jones-Smith,T,"$495,000",0-,0-,"$495,000 "
Patrick Laird,RB,"$495,000",0-,0-,"$495,000 "
Chris Lammons,CB,"$495,000",0-,0-,"$495,000 "
Jonathan Ledbetter,DE,"$495,000",0-,0-,"$495,000 "
Aaron Monteiro,T,"$495,000",0-,0-,"$495,000 "
Chris Myarick,TE,"$495,000",0-,0-,"$495,000 "
Nik Needham,CB,"$495,000",0-,0-,"$495,000 "
Durval Neto,DT,"$495,000",0-,0-,"$495,000 "
Kendrick Norton,DT,"$495,000",0-,0-,"$495,000 "
Quentin Poling,ILB,"$495,000",0-,0-,"$495,000 "
Jamar Summers,CB,"$495,000",0-,0-,"$495,000 "
Cory Thomas,T,"$495,000",0-,0-,"$495,000 "
Mark Walton,RB,"$495,000",0-,0-,"$495,000 "
Tre’ Watson,LB,"$495,000",0-,0-,"$495,000 "
Preston Williams,WR,"$495,000",0-,0-,"$495,000 "
Stone Wilson,P,"$495,000",0-,0-,"$495,000 "
Jomal Wiltz,CB,"$495,000",0-,0-,"$495,000 "
Michael Deiter,G,0-,0-,0-,0- 
Jordan Mills,RT,0-,0-,0-,0- 
Ricardo Louis,WR,"$408,000",-,-,"$408,000 "
Connor Hilland,G,"$378,000",-,-,"$378,000 "
Rob Rolle,S,"$378,000",-,-,"$378,000 "
Christian Wilkins,DT,-,-,-,"$2,798,296 "
Michael Deiter,G,-,-,-,"$740,373 "
Andrew Van,LB,-,-,-,"$572,694 "
Isaiah Prince,T,-,-,-,"$532,435 "
Chandler Cox,RB,-,-,-,"$517,641 "
Myles Gaskin,RB,-,-,-,"$516,694 "
Ryan Tannehill,QB,-,-,-,"$18,423,332 "
Ndamukong Suh,DT,-,-,-,"$13,100,000 "
Andre Branch,DE,-,-,-,"$2,000,000 "
Josh Sitton,G,-,-,-,"$2,000,000 "
Robert Quinn,DE,-,-,-,"$1,121,211 "
Ted Larsen,G,-,-,-,"$416,668 "
Leonte Carroo,WR,-,-,-,"$175,097 "
Isaac Asiata,G,-,-,-,"$130,396 "
Quentin Poling,ILB,-,-,-,"$70,260 "
Isaiah Ford,WR,-,-,-,"$39,150 "
Jalen Davis,CB,-,-,-,"$13,334 "
Mike McCray,LB,-,-,-,"$6,667 "
Eric Smith,T,-,-,-,"$3,334 "
Maurice Smith,S,-,-,-,"$2,834 "
Kirk Cousins,QB,"$27,500,000",0-,"$1,000,000","$29,000,000 "
Danielle Hunter,DE,"$9,400,000","$500,000","$3,000,000","$13,500,000 "
Xavier Rhodes,CB,"$10,400,000","$437,500","$2,400,000","$13,337,500 "
Stefon Diggs,WR,"$8,900,000","$468,750","$3,000,000","$12,468,750 "
Riley Reiff,LT,"$9,400,000",0-,"$2,200,000","$11,700,000 "
Harrison Smith,FS,"$8,350,000",0-,"$2,000,000","$10,750,000 "
Linval Joseph,DT,"$8,900,000","$468,750","$1,200,000","$10,668,750 "
Trae Waynes,CB,"$9,069,000",0-,0-,"$9,069,000 "
Adam Thielen,WR,"$805,000","$4,400,000","$2,800,000","$8,105,000 "
Everson Griffen,DE,"$6,400,000","$1,031,250","$400,000","$7,931,250 "
Kyle Rudolph,TE,"$7,275,000","$250,000",0-,"$7,625,000 "
Anthony Barr,OLB,"$2,900,000",0-,"$2,600,000","$5,600,000 "
Eric Kendricks,ILB,"$2,000,000","$218,750","$2,100,000","$4,848,750 "
